"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"2:13:59,9172367","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 20264"
"2:13:59,9172572","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 1068"
"2:13:59,9172860","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 9692, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9172987","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 3868, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9173554","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 20264, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9173998","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 20968, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9174643","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 1068, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9175345","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 16064"
"2:13:59,9175525","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 13852"
"2:13:59,9175761","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 1824"
"2:13:59,9175998","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 16928"
"2:13:59,9176218","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 15268"
"2:13:59,9176887","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 16928, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9177012","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 13852, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9177167","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 16064, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9179046","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 15268, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9179545","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 1824, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9180054","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 21192"
"2:13:59,9180256","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 12680"
"2:13:59,9180442","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 2632"
"2:13:59,9180671","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 13308"
"2:13:59,9180701","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 21192, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9180901","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 12680, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9180915","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 760"
"2:13:59,9181603","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 760, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9181695","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 2632, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9181979","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 13308, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9182545","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 17440"
"2:13:59,9182764","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 16356"
"2:13:59,9182973","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 17812"
"2:13:59,9183122","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 14228"
"2:13:59,9183160","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 17440, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9183462","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 16356, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9183522","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 12040"
"2:13:59,9184100","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 17812, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9184165","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 14228, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9184331","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 12040, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9184940","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 14180"
"2:13:59,9185190","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 21116"
"2:13:59,9185421","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 6512"
"2:13:59,9185521","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 14180, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9185612","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 14012"
"2:13:59,9185882","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 19688"
"2:13:59,9186410","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 19688, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9186424","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 6512, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9186499","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 21116, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9187030","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 14012, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9187445","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 2628"
"2:13:59,9187587","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 11768"
"2:13:59,9187763","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 22776"
"2:13:59,9187950","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 13132"
"2:13:59,9188101","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 13452"
"2:13:59,9188272","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 2628, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9188593","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 13452, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9188916","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 13132, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9188965","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 22776, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9189360","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 11768, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9189848","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 4396"
"2:13:59,9190109","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 812"
"2:13:59,9190284","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 792"
"2:13:59,9190419","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 4396, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9190457","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 6444"
"2:13:59,9190917","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 10000"
"2:13:59,9191026","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 6444, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9191359","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 812, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9191379","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 792, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9191727","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 10000, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9192206","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 15848"
"2:13:59,9192369","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 10232"
"2:13:59,9192531","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 13984"
"2:13:59,9192717","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 17020"
"2:13:59,9192781","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 15848, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9192945","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 4876"
"2:13:59,9193275","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 17020, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9193281","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 10232, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9193893","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 4876, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9194031","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 13984, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9194475","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 23120"
"2:13:59,9194658","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 10708"
"2:13:59,9194833","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 12608"
"2:13:59,9194954","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 23120, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9195021","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 10636"
"2:13:59,9195297","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 1952"
"2:13:59,9195337","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 10708, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9195530","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 12608, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9195861","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 10636, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9196137","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 1952, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9196582","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 11356"
"2:13:59,9196731","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 10836"
"2:13:59,9196902","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 22644"
"2:13:59,9197057","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 15252"
"2:13:59,9197201","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 15100"
"2:13:59,9197403","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 22644, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9197473","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 11356, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9197800","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 10836, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9198126","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 15100, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9198442","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 15252, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9198820","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 21292"
"2:13:59,9198965","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 19760"
"2:13:59,9199132","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 12320"
"2:13:59,9199301","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 11220"
"2:13:59,9199358","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 21292, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9199515","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 18532"
"2:13:59,9199667","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 19760, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9200013","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 11220, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9200531","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 18532, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9200546","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 12320, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9201197","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 23504"
"2:13:59,9201339","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 11148"
"2:13:59,9201501","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 1404"
"2:13:59,9201682","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 896"
"2:13:59,9201734","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 23504, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9202077","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 11148, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9202121","bitonic_sort.exe","7580","Thread Create","","SUCCESS","Thread ID: 22364"
"2:13:59,9202653","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 896, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9202977","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 22364, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9203125","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 1404, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9228275","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 8736, User Time: 0.0000000, Kernel Time: 0.0000000"
"2:13:59,9228869","bitonic_sort.exe","7580","Thread Exit","","SUCCESS","Thread ID: 23328, User Time: 0.0000000, Kernel Time: 0.0156250"
"2:13:59,9230691","bitonic_sort.exe","7580","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 704 512, Peak Private Bytes: 868 352, Working Set: 3 588 096, Peak Working Set: 3 604 480"
"2:13:59,9230830","bitonic_sort.exe","7580","RegOpenKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS","Desired Access: All Access"
"2:13:59,9230941","bitonic_sort.exe","7580","RegQueryValue","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001\\Device\HarddiskVolume3\Users\Xiaomi\Desktop\ll2\build\bitonic_sort.exe","NAME NOT FOUND","Length: 40"
"2:13:59,9231105","bitonic_sort.exe","7580","RegCloseKey","HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-615703858-2741458157-3452826841-1001","SUCCESS",""
"2:13:59,9232056","bitonic_sort.exe","7580","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\Sorting\Versions","SUCCESS",""
"2:13:59,9232112","bitonic_sort.exe","7580","RegCloseKey","HKLM\System\CurrentControlSet\Control\Session Manager","SUCCESS",""
